date_str,true_smooth,fit_smooth,hour_idx,time_key,resolution_stride,resolution_label,variant,profile_type,smooth,n_valid_spectrum,est_sigmasq,est_range,est_nugget,k_bin,k_mid,n_freq,data_spectrum,theory_spectrum_raw,theory_spectrum_scaled,theory_scale_to_data
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,13,15.468338082866964,142,8.435837502842077,0.010439529449570774,61.747773164358,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,14,16.614140903820072,158,6.860353160576344,0.008693746130868079,51.42180656997225,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,15,17.75994372477318,166,5.716897966571578,0.007313115822682805,43.25564855437633,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,16,18.905746545726288,170,5.080898278668063,0.006249988158227736,36.967456525546496,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,17,20.051549366679396,184,6.7713949626375225,0.005402482431053236,31.954626047902984,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,18,21.197352187632504,198,7.851862974233149,0.004690506760930628,27.74342932781709,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,19,22.34315500858561,202,9.369029675160716,0.004109391879643826,24.30624855779631,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,20,23.48895782953872,214,8.738847929310136,0.0036295513941366495,21.468086014427005,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,21,24.63476065049183,218,6.970035779266203,0.0032307456962363122,19.109228377254862,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,22,25.78056347144494,238,8.95945864703502,0.002888120023257438,17.082664590296545,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,23,26.926366292398047,242,15.836609525542343,0.002593715422843876,15.341319008324216,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,24,28.072169113351155,266,12.800381784235213,0.002336557795055351,13.820281978362763,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,25,29.217971934304263,274,19.944959397199508,0.0021095425868710976,12.477531460005144,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,26,30.36377475525737,266,16.38990368375082,0.0019205749228539564,11.359824717618514,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,27,31.509577576210482,302,17.839614536793036,0.0017531517276083994,10.369549290702626,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,28,32.65538039716359,292,13.359583256058935,0.001604995102332894,9.493231853743355,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,29,33.8011832181167,314,13.843280333757379,0.001476593443415303,8.73376117577169,5914.8042507698265
20240703,0.5,0.3,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,range_only,0.3,2259,13.220184949035499,0.2817692732592089,8.876777190377365e-05,30,34.946986039069806,330,12.127981160181458,0.0013595483555771178,8.041462392694664,5914.8042507698265
