day,cov_name,lat_lon_resolution,lr,stepsize,sigma,range_lat,range_lon,advec_lat,advec_lon,beta,nugget,loss,time,epoch
2024-07-1,Vecc_b2 and b20.99,1250.0,0.005,100,25.764724121465733,3.6501040665957265,3.8007031576148556,0.008787812088527466,-0.10806168176667151,0.12594370953678322,2.735307493349224,14067.368875341577,2770.198409318924,601
2024-07-2,Vecc_b2 and b20.99,1250.0,0.005,100,25.36264298733318,4.034478619930441,3.976053913993062,0.043489418575254436,-0.07289981867791183,0.13414595737478363,1.4797430337594846,12356.720026360366,2824.2822642326355,601
2024-07-3,Vecc_b2 and b20.99,1250.0,0.005,100,26.98479262118581,3.2570399942070116,3.6123147452276578,0.02342823019565038,-0.1506358088593637,0.19300004840760557,2.881458021184149,14946.559828440004,3347.201555490494,701
2024-07-4,Vecc_b2 and b20.99,1250.0,0.005,100,24.734496842213485,3.6312832352892155,3.8472900562947492,-0.15108067721353524,-0.2109500074053041,0.11169648139762417,3.7567323734894162,14772.307546550172,241.8836646080017,51
2024-07-5,Vecc_b2 and b20.99,1250.0,0.005,100,23.192261118671677,3.1522466936115627,4.097375207135593,-0.012424830060343665,-0.15374357402501487,0.06762323453253181,2.4593322458902964,12095.387667687537,2416.5209350585938,501
2024-07-6,Vecc_b2 and b20.99,1250.0,0.005,100,26.563257346850445,3.7618157191315051,4.3342088725981234,0.017609023292812286,-0.15813386397366677,0.09522617391884959,3.8448474100009498,14689.017575948119,2831.0119409561157,601
2024-07-7,Vecc_b2 and b20.99,1250.0,0.005,100,27.00981412564177,3.303389207461919,4.92984703689458,0.05477441126321548,-0.3439111833263203,0.099439881065228,4.590658016263754,15340.563293931202,3359.9793260097504,701
2024-07-8,Vecc_b2 and b20.99,1250.0,0.005,100,27.021372411159142,3.033360285759674,3.6935762026689216,-0.01988151181525995,-0.41184342577393085,0.15799363561547525,2.760451212605282,14854.715878950366,3315.8202362060547,701
2024-07-9,Vecc_b2 and b20.99,1250.0,0.005,100,25.004041540249798,3.4287891827148784,3.4464940381136078,0.02150749160579476,-0.22070917665152587,0.1376688554003959,1.6666188042152188,12666.084224869124,2918.963902235031,601
2024-07-10,Vecc_b2 and b20.99,1250.0,0.005,100,26.734822032637904,3.4426532003320853,3.4444538146976256,0.026679829399468894,-0.07726125876733525,0.14530106142755353,3.8191272703424275,14986.729005555191,2939.94539809227,601
2024-07-11,Vecc_b2 and b20.99,1250.0,0.005,100,24.911708144635064,3.5602810520736554,3.583212487173915,-0.010001496238646006,0.027113696685705735,0.13191479782548676,2.077036924687777,12999.453376027652,2916.042105436325,601
2024-07-12,Vecc_b2 and b20.99,1250.0,0.005,100,23.25110807821065,3.2392457095917195,5.208233591039098,-0.0553297772723146,0.11283532296487599,0.11252475106996526,1.5513983366038142,11484.888827015344,219.8296401500702,46
2024-07-13,Vecc_b2 and b20.99,1250.0,0.005,100,23.661253542831595,4.0480358436627877,5.4932896029325873,-0.12958099937141035,0.07361715027283688,0.13680275108505374,1.3674486736377471,11313.768119944343,2954.0891580581665,601
2024-07-14,Vecc_b2 and b20.99,1250.0,0.005,100,25.047891148629482,4.1577531270121852,4.6798258117884752,-0.0349511266998719,0.07272237010192546,0.13912933249239823,2.4056063003217862,13137.812951712389,2955.9874770641327,601
2024-07-15,Vecc_b2 and b20.99,1250.0,0.005,100,23.479644392598942,5.099306233838736,5.8734377013022834,-0.051128658017924995,0.06640263972960421,0.10664794062479968,1.436625199504404,10807.805773677184,2922.578848838806,601
2024-07-16,Vecc_b2 and b20.99,1250.0,0.005,100,23.619430370767823,4.8531384055895614,5.0139924524215056,-0.003970580388770265,0.005035720394383797,0.10523441500481613,1.9935431931319143,12012.674239970507,211.39957642555237,45
2024-07-17,Vecc_b2 and b20.99,1250.0,0.005,100,25.930189057249837,3.391851971663645,4.246300704964869,-0.06872120238787421,-0.1269200898141039,0.1342030550348811,2.980085739989427,14284.700180270976,2879.458417892456,601
2024-07-18,Vecc_b2 and b20.99,1250.0,0.005,100,24.210509421205803,3.3797353382220092,5.617639463543387,-0.07871975778635497,-0.1090960605734652,0.12288312517007992,2.7769960527157815,13416.184966251662,2392.559527158737,501
2024-07-19,Vecc_b2 and b20.99,1250.0,0.005,100,24.88602889154985,3.9112532604816088,4.613637459532028,0.020059135867665882,0.016375620389702725,0.13670170084626337,2.102291901435445,12875.720965314878,2914.7972753047943,601
2024-07-20,Vecc_b2 and b20.99,1250.0,0.005,100,24.142297510932654,4.6505455987579793,5.7902618344510333,0.03267848529067458,-0.02642821615137404,0.08842045800881006,2.8578580740941386,12943.339222985793,2924.8062551021576,601
2024-07-21,Vecc_b2 and b20.99,1250.0,0.005,100,24.152978162246143,4.335294001920122,5.365190436283478,-0.0015180579155615426,-0.07154197361099118,0.10860079126475974,2.800368954342002,13142.463809097066,188.01836490631104,36
2024-07-22,Vecc_b2 and b20.99,1250.0,0.005,100,24.473448365879186,3.8779818386468747,5.341772966548927,0.10713102665301237,-0.1450153507065161,0.16130584433753958,2.3312138096681556,12950.909756050147,2890.17542886734,601
2024-07-23,Vecc_b2 and b20.99,1250.0,0.005,100,22.291252833506494,4.3437153658317347,6.219832480339705,-0.005035322027536028,0.07551421684484796,0.14734190286821638,0.9214162070453347,9907.431051955464,3437.0232589244843,701
2024-07-24,Vecc_b2 and b20.99,1250.0,0.005,100,23.46262877899744,4.1308453532146463,6.293264088043458,0.042182338146544936,-0.1533018876199864,0.12374748613359013,1.4839724355995503,11151.314558220902,2828.6348881721497,601
2024-07-25,Vecc_b2 and b20.99,1250.0,0.005,100,21.530205905996464,5.131396899454705,6.822632383196354,0.008347812459036569,-0.02797779928445214,0.05751447525909173,0.8086704468437498,8324.432609481166,4755.389387369156,999
2024-07-26,Vecc_b2 and b20.99,1250.0,0.005,100,21.50241450370716,4.644460943589261,6.818926132615062,-0.0037221548624768127,0.03817154864987381,0.08111697070564293,1.3317072687024898,10053.420383905202,4722.865300655365,999
2024-07-27,Vecc_b2 and b20.99,1250.0,0.005,100,21.853205226567447,4.5337146587326047,6.674228401587236,-0.0303036138639314,-0.07960129937165952,0.07657334229709097,2.129049300320101,11603.151250279268,3839.9874877929688,801
2024-07-28,Vecc_b2 and b20.99,1250.0,0.005,100,23.65125145128215,4.0723874597612344,5.990344627982996,-0.02429788793833213,-0.07782603402195791,0.08433822502538335,2.388183761100681,12407.383536368125,2801.8804535865784,601
2024-07-29,Vecc_b2 and b20.99,1250.0,0.005,100,21.62841957845729,5.113277264306858,6.799915300645052,0.0030517741037559758,-0.05203887307297062,0.06273656741621467,3.3549504564141426,12956.427905980108,3950.843649864197,901
2024-07-30,Vecc_b2 and b20.99,1250.0,0.005,100,23.899493488377985,4.511757820096548,5.3888483978501793,-0.029303524306407352,-0.19797336533859267,0.12851266656152394,2.944917670061495,13282.4781223957,77.88823413848877,16
2024-07-31,Vecc_b2 and b20.99,1250.0,0.005,100,23.85349052721901,5.9810336921683795,5.506535560617036,0.06873633385347869,-0.19566468914564594,0.17572033992460984,5.861463747258637,15526.536394441484,3509.2545969486237,801
