year,month,day_num,direction,lag,model,fitted_gamma_t0,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2022,7,1,lat,0.0440,Vecchia_mm20,0.5624,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.1320,Vecchia_mm20,0.7390,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.1760,Vecchia_mm20,0.7984,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.3960,Vecchia_mm20,0.9446,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.6160,Vecchia_mm20,0.9848,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.8360,Vecchia_mm20,0.9958,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.0560,Vecchia_mm20,0.9989,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.2760,Vecchia_mm20,0.9997,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.4960,Vecchia_mm20,0.9999,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.7160,Vecchia_mm20,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,1.9360,Vecchia_mm20,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,2.1560,Vecchia_mm20,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.0630,Vecchia_mm20,0.5792,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.1260,Vecchia_mm20,0.6874,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.1800,Vecchia_mm20,0.7578,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.3690,Vecchia_mm20,0.9008,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.5580,Vecchia_mm20,0.9593,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.7470,Vecchia_mm20,0.9833,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,0.9360,Vecchia_mm20,0.9932,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.1250,Vecchia_mm20,0.9972,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.3140,Vecchia_mm20,0.9989,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.5030,Vecchia_mm20,0.9995,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.6920,Vecchia_mm20,0.9998,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,1.8810,Vecchia_mm20,0.9999,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lat,0.0440,Debiased_Whittle,0.5664,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.1320,Debiased_Whittle,0.7669,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.1760,Debiased_Whittle,0.8291,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.3960,Debiased_Whittle,0.9638,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.6160,Debiased_Whittle,0.9923,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.8360,Debiased_Whittle,0.9984,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.0560,Debiased_Whittle,0.9997,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.2760,Debiased_Whittle,0.9999,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.4960,Debiased_Whittle,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.7160,Debiased_Whittle,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,1.9360,Debiased_Whittle,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,2.1560,Debiased_Whittle,1.0000,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.0630,Debiased_Whittle,0.5559,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.1260,Debiased_Whittle,0.6664,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.1800,Debiased_Whittle,0.7390,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.3690,Debiased_Whittle,0.8894,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.5580,Debiased_Whittle,0.9531,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.7470,Debiased_Whittle,0.9801,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,0.9360,Debiased_Whittle,0.9916,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.1250,Debiased_Whittle,0.9964,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.3140,Debiased_Whittle,0.9985,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.5030,Debiased_Whittle,0.9994,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.6920,Debiased_Whittle,0.9997,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,1.8810,Debiased_Whittle,0.9999,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,0.0440,Corridor_4x4_lag643,0.5548,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.1320,Corridor_4x4_lag643,0.7869,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.1760,Corridor_4x4_lag643,0.8526,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.3960,Corridor_4x4_lag643,0.9766,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.6160,Corridor_4x4_lag643,0.9963,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,0.8360,Corridor_4x4_lag643,0.9994,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,1.0560,Corridor_4x4_lag643,0.9999,model_specific_anchor_gls_hour_dummy_plus_lat_lon,True,3.9851,0.1194,0.1515,1.1154,2.2072
