precision_threshold,implied_covariance_eigenvalue,mode_count_slq,mode_count_slq_se,mode_fraction_slq,date,method
0.0001551689478622,6444.588390761835,1.0921332438342255,1.0921332438342253,7.815578037715048e-06,2024-07-13,true
0.0001584068587327,6312.857965873576,1.0921332438342255,1.0921332438342253,7.815578037715048e-06,2024-07-13,true
0.0001617123350984,6183.820172971883,2.8283210052145,1.4042616913934964,2.024017092855558e-05,2024-07-13,true
0.0001650867868486,6057.4199733895575,4.054104724308422,1.5760555051071905,2.9012185120070575e-05,2024-07-13,true
0.0001685316532931,5933.60345347572,4.054104724308422,1.5760555051071905,2.9012185120070575e-05,2024-07-13,true
0.0001720484037752,5812.317801599912,5.532148425391127,1.3526255899143436,3.958943469486558e-05,2024-07-13,true
0.0001756385382996,5693.511285626305,6.8287391307218615,1.2088565818127388,4.886816134996824e-05,2024-07-13,true
0.0001793035881712,5577.133230848311,6.8287391307218615,1.2088565818127388,4.886816134996824e-05,2024-07-13,true
0.0001830451166487,5463.133998374249,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0001868647196114,5351.4649639547715,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0001907640262399,5242.078497243113,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0001947446997108,5134.927941479246,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0001988084379061,5029.967593589331,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002029569741377,4927.152684691886,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002071920778866,4826.439361002476,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002115155555573,4727.784665128699,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002159292512486,4631.146517747494,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002204350475403,4536.483699657018,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002250348662959,4443.7558341953345,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002297306694824,4352.923370018511,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002345244600071,4263.947564230731,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002394182825722,4176.7904658592415,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002444142245464,4091.414899667056,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002495144168559,4007.784450296557,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002547210348926,3925.863446737205,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002600362994424,3845.61694711074,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002654624776326,3767.010723767357,7.543943177800326,0.7598941397114894,5.398633999198734e-05,2024-07-13,true
0.0002710018838983,3690.011248686551,16.61136580640991,5.454379020126323,0.0001188750791224,2024-07-13,true
0.00027665688097,3614.5856791763617,16.61136580640991,5.454379020126323,0.0001188750791224,2024-07-13,true
0.0002824298808815,3540.701843864942,25.62866270806521,5.3006512252856135,0.0001834051060417,2024-07-13,true
0.0002883233459984,3468.328228978446,28.43477210270385,4.473341093359982,0.000203486325142,2024-07-13,true
0.0002943397900684,3397.4339648994214,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003004817792937,3327.9888129999517,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003067519334254,3259.9631527439265,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.000313152926881,3193.3279690529675,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003196874898849,3128.0548399305676,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003263584096334,3064.1159243392262,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.000333168531483,3001.483950325385,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003401207601644,2940.132203387064,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003472180610212,2880.0345150793,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003544634612748,2821.165251852481,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003618600513159,2763.499304118833,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003694109860221,2707.0120755424,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.000377119486104,2651.6794725479203,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003849888394788,2597.4778940441724,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0003930224026725,2544.3842213573625,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.0004012236022519,2492.375808370296,31.71745012054723,3.1280402788253676,0.000226977988239,2024-07-13,true
0.000409595936286,2441.4304718630824,36.38311243153106,6.5528804797819475,0.0002603666320652,2024-07-13,true
0.0004181429758378,2391.5264820513053,36.38311243153106,6.5528804797819475,0.0002603666320652,2024-07-13,true
0.000426868366488,2342.6425533175875,36.38311243153106,6.5528804797819475,0.0002603666320652,2024-07-13,true
