year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,mean_model,normalized,sigma,range_lat,range_lon,range_time,nugget
2022,7,1,lat,Corridor_4x4_lag643,0.3451,0.3036,-0.3036,hour_dummy_plus_lat_lon_ols,False,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lat,Debiased_Whittle,0.2178,0.1771,-0.1771,hour_dummy_plus_lat_lon_ols,False,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lat,Vecchia_mm20,0.2357,0.2056,-0.2056,hour_dummy_plus_lat_lon_ols,False,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,1,lon,Corridor_4x4_lag643,0.4437,0.3905,-0.3905,hour_dummy_plus_lat_lon_ols,False,3.9851,0.1194,0.1515,1.1154,2.2072
2022,7,1,lon,Debiased_Whittle,0.2638,0.2281,-0.1637,hour_dummy_plus_lat_lon_ols,False,3.5972,0.1418,0.2201,1.2601,2.4864
2022,7,1,lon,Vecchia_mm20,0.3366,0.2823,-0.2823,hour_dummy_plus_lat_lon_ols,False,3.4937,0.1703,0.2118,1.6525,2.6723
2022,7,2,lat,Corridor_4x4_lag643,0.6227,0.5092,-0.4010,hour_dummy_plus_lat_lon_ols,False,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lat,Debiased_Whittle,0.7507,0.6020,0.3169,hour_dummy_plus_lat_lon_ols,False,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lat,Vecchia_mm20,1.3372,1.1615,-1.1338,hour_dummy_plus_lat_lon_ols,False,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,2,lon,Corridor_4x4_lag643,0.7069,0.6148,-0.1821,hour_dummy_plus_lat_lon_ols,False,7.0359,0.1715,0.1787,1.0242,1.8939
2022,7,2,lon,Debiased_Whittle,1.0717,0.8530,0.5389,hour_dummy_plus_lat_lon_ols,False,6.4137,0.1200,0.1311,0.8784,1.4776
2022,7,2,lon,Vecchia_mm20,0.9384,0.7827,-0.7626,hour_dummy_plus_lat_lon_ols,False,7.8296,0.3299,0.3572,1.6104,2.6110
2022,7,3,lat,Corridor_4x4_lag643,1.1787,0.8842,0.6462,hour_dummy_plus_lat_lon_ols,False,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lat,Debiased_Whittle,3.8018,3.4264,3.4264,hour_dummy_plus_lat_lon_ols,False,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lat,Vecchia_mm20,0.7227,0.6221,-0.4585,hour_dummy_plus_lat_lon_ols,False,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,3,lon,Corridor_4x4_lag643,0.8391,0.6685,-0.6117,hour_dummy_plus_lat_lon_ols,False,8.8221,0.1898,0.2358,1.0405,1.5376
2022,7,3,lon,Debiased_Whittle,2.2567,1.9457,1.9457,hour_dummy_plus_lat_lon_ols,False,5.9562,0.1507,0.1610,0.8402,1.0284
2022,7,3,lon,Vecchia_mm20,1.3530,1.1729,-1.0595,hour_dummy_plus_lat_lon_ols,False,10.2319,0.3491,0.5161,1.8609,2.2946
2022,7,4,lat,Corridor_4x4_lag643,0.6270,0.4963,-0.3618,hour_dummy_plus_lat_lon_ols,False,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lat,Debiased_Whittle,1.1986,1.0013,1.0013,hour_dummy_plus_lat_lon_ols,False,6.1565,0.1759,0.1635,1.1198,2.0101
2022,7,4,lat,Vecchia_mm20,1.3233,1.1670,-1.1499,hour_dummy_plus_lat_lon_ols,False,8.4243,0.3425,0.3735,2.0497,2.9670
2022,7,4,lon,Corridor_4x4_lag643,0.9177,0.7980,-0.7980,hour_dummy_plus_lat_lon_ols,False,7.6722,0.1842,0.1821,1.2079,2.1201
2022,7,4,lon,Debiased_Whittle,0.7268,0.5662,0.5223,hour_dummy_plus_lat_lon_ols,False,6.1565,0.1759,0.1635,1.1198,2.0101
2022,7,4,lon,Vecchia_mm20,1.6023,1.3747,-1.3588,hour_dummy_plus_lat_lon_ols,False,8.4243,0.3425,0.3735,2.0497,2.9670
2022,7,5,lat,Corridor_4x4_lag643,0.3332,0.2952,0.1287,hour_dummy_plus_lat_lon_ols,False,6.5943,0.1874,0.1871,1.2409,1.2005
2022,7,5,lat,Debiased_Whittle,1.4751,1.2667,1.2667,hour_dummy_plus_lat_lon_ols,False,5.2483,0.1396,0.1333,1.1900,1.0364
2022,7,5,lat,Vecchia_mm20,1.0229,0.9133,-0.9133,hour_dummy_plus_lat_lon_ols,False,7.6151,0.3265,0.3837,2.0529,1.9366
2022,7,5,lon,Corridor_4x4_lag643,0.6460,0.4988,-0.4635,hour_dummy_plus_lat_lon_ols,False,6.5943,0.1874,0.1871,1.2409,1.2005
2022,7,5,lon,Debiased_Whittle,0.9913,0.8054,0.6361,hour_dummy_plus_lat_lon_ols,False,5.2483,0.1396,0.1333,1.1900,1.0364
2022,7,5,lon,Vecchia_mm20,1.3738,1.2144,-1.2144,hour_dummy_plus_lat_lon_ols,False,7.6151,0.3265,0.3837,2.0529,1.9366
2022,7,6,lat,Corridor_4x4_lag643,0.3863,0.3128,-0.1094,hour_dummy_plus_lat_lon_ols,False,6.9239,0.1930,0.2185,1.3918,2.1403
2022,7,6,lat,Debiased_Whittle,2.2055,1.9402,1.9402,hour_dummy_plus_lat_lon_ols,False,4.7351,0.1162,0.1013,0.7036,1.6871
2022,7,6,lat,Vecchia_mm20,1.7311,1.4950,-1.4458,hour_dummy_plus_lat_lon_ols,False,8.9506,0.4537,0.6665,3.3791,2.8998
2022,7,6,lon,Corridor_4x4_lag643,1.2829,1.1150,-1.1150,hour_dummy_plus_lat_lon_ols,False,6.9239,0.1930,0.2185,1.3918,2.1403
2022,7,6,lon,Debiased_Whittle,1.2311,0.9847,0.7376,hour_dummy_plus_lat_lon_ols,False,4.7351,0.1162,0.1013,0.7036,1.6871
2022,7,6,lon,Vecchia_mm20,1.9847,1.6811,-1.6286,hour_dummy_plus_lat_lon_ols,False,8.9506,0.4537,0.6665,3.3791,2.8998
2022,7,7,lat,Corridor_4x4_lag643,0.8074,0.6845,-0.0315,hour_dummy_plus_lat_lon_ols,False,9.8653,0.2142,0.2655,1.1956,1.1792
2022,7,7,lat,Debiased_Whittle,3.0823,2.8088,2.8088,hour_dummy_plus_lat_lon_ols,False,6.9742,0.2025,0.2417,1.1187,0.6920
2022,7,7,lat,Vecchia_mm20,2.2591,2.0133,-2.0133,hour_dummy_plus_lat_lon_ols,False,12.4547,0.3713,0.5735,2.1040,1.9859
2022,7,7,lon,Corridor_4x4_lag643,1.1745,0.9912,-0.3374,hour_dummy_plus_lat_lon_ols,False,9.8653,0.2142,0.2655,1.1956,1.1792
2022,7,7,lon,Debiased_Whittle,2.8343,2.3633,2.3633,hour_dummy_plus_lat_lon_ols,False,6.9742,0.2025,0.2417,1.1187,0.6920
2022,7,7,lon,Vecchia_mm20,1.5846,1.3486,-1.3486,hour_dummy_plus_lat_lon_ols,False,12.4547,0.3713,0.5735,2.1040,1.9859
2022,7,8,lat,Corridor_4x4_lag643,0.2134,0.1867,-0.1867,hour_dummy_plus_lat_lon_ols,False,9.4116,0.2434,0.2266,1.1260,0.7720
2022,7,8,lat,Debiased_Whittle,3.5187,3.2753,3.2753,hour_dummy_plus_lat_lon_ols,False,5.2696,0.1730,0.1454,0.9549,0.4676
2022,7,8,lat,Vecchia_mm20,2.1601,1.7726,-1.7267,hour_dummy_plus_lat_lon_ols,False,11.9798,0.4298,0.4289,1.9655,1.2737
2022,7,8,lon,Corridor_4x4_lag643,0.7302,0.5679,-0.5296,hour_dummy_plus_lat_lon_ols,False,9.4116,0.2434,0.2266,1.1260,0.7720
2022,7,8,lon,Debiased_Whittle,3.2406,2.8914,2.8914,hour_dummy_plus_lat_lon_ols,False,5.2696,0.1730,0.1454,0.9549,0.4676
2022,7,8,lon,Vecchia_mm20,2.1637,1.8569,-1.8445,hour_dummy_plus_lat_lon_ols,False,11.9798,0.4298,0.4289,1.9655,1.2737
2022,7,9,lat,Corridor_4x4_lag643,1.4576,1.1532,0.6169,hour_dummy_plus_lat_lon_ols,False,9.8838,0.2259,0.1908,1.2120,1.5288
2022,7,9,lat,Debiased_Whittle,2.9230,2.3172,2.3172,hour_dummy_plus_lat_lon_ols,False,7.7887,0.2004,0.1587,0.9086,1.4408
2022,7,9,lat,Vecchia_mm20,0.8052,0.6011,0.3791,hour_dummy_plus_lat_lon_ols,False,10.1947,0.3914,0.3685,2.0393,2.3325
2022,7,9,lon,Corridor_4x4_lag643,1.2529,1.0838,0.2509,hour_dummy_plus_lat_lon_ols,False,9.8838,0.2259,0.1908,1.2120,1.5288
2022,7,9,lon,Debiased_Whittle,2.5770,1.9804,1.9359,hour_dummy_plus_lat_lon_ols,False,7.7887,0.2004,0.1587,0.9086,1.4408
2022,7,9,lon,Vecchia_mm20,0.5538,0.4857,0.2195,hour_dummy_plus_lat_lon_ols,False,10.1947,0.3914,0.3685,2.0393,2.3325
2022,7,10,lat,Corridor_4x4_lag643,0.6806,0.5958,-0.3390,hour_dummy_plus_lat_lon_ols,False,9.9370,0.2100,0.1992,1.2940,1.4960
2022,7,10,lat,Debiased_Whittle,2.7906,2.4078,2.4078,hour_dummy_plus_lat_lon_ols,False,6.5064,0.1338,0.1096,0.9013,1.2877
2022,7,10,lat,Vecchia_mm20,2.1715,1.8494,-1.7917,hour_dummy_plus_lat_lon_ols,False,12.0629,0.4520,0.4892,2.4367,2.5742
2022,7,10,lon,Corridor_4x4_lag643,1.1816,1.0158,-1.0158,hour_dummy_plus_lat_lon_ols,False,9.9370,0.2100,0.1992,1.2940,1.4960
2022,7,10,lon,Debiased_Whittle,2.1177,1.7375,1.6371,hour_dummy_plus_lat_lon_ols,False,6.5064,0.1338,0.1096,0.9013,1.2877
2022,7,10,lon,Vecchia_mm20,2.4430,2.0516,-2.0241,hour_dummy_plus_lat_lon_ols,False,12.0629,0.4520,0.4892,2.4367,2.5742
2022,7,11,lat,Corridor_4x4_lag643,0.5331,0.4184,0.1739,hour_dummy_plus_lat_lon_ols,False,5.9939,0.1915,0.2049,1.0377,1.3456
2022,7,11,lat,Debiased_Whittle,1.4499,1.1991,1.1991,hour_dummy_plus_lat_lon_ols,False,5.0045,0.1436,0.1381,0.8876,0.9998
2022,7,11,lat,Vecchia_mm20,1.0611,0.9356,-0.8210,hour_dummy_plus_lat_lon_ols,False,7.7134,0.4406,0.5486,2.1837,1.8289
2022,7,11,lon,Corridor_4x4_lag643,0.6809,0.5636,-0.4698,hour_dummy_plus_lat_lon_ols,False,5.9939,0.1915,0.2049,1.0377,1.3456
2022,7,11,lon,Debiased_Whittle,0.8681,0.6823,0.4672,hour_dummy_plus_lat_lon_ols,False,5.0045,0.1436,0.1381,0.8876,0.9998
2022,7,11,lon,Vecchia_mm20,1.3317,1.1603,-1.0326,hour_dummy_plus_lat_lon_ols,False,7.7134,0.4406,0.5486,2.1837,1.8289
2022,7,12,lat,Corridor_4x4_lag643,0.8461,0.7511,0.3495,hour_dummy_plus_lat_lon_ols,False,8.4238,0.2134,0.2091,1.1038,1.3961
2022,7,12,lat,Debiased_Whittle,0.9204,0.8149,0.4156,hour_dummy_plus_lat_lon_ols,False,8.3647,0.2047,0.1782,1.1813,1.3371
2022,7,12,lat,Vecchia_mm20,0.7250,0.6540,-0.6385,hour_dummy_plus_lat_lon_ols,False,9.7008,0.4259,0.5003,2.2076,2.3192
2022,7,12,lon,Corridor_4x4_lag643,1.1087,0.9469,-0.5986,hour_dummy_plus_lat_lon_ols,False,8.4238,0.2134,0.2091,1.1038,1.3961
2022,7,12,lon,Debiased_Whittle,1.2241,1.0676,-0.6615,hour_dummy_plus_lat_lon_ols,False,8.3647,0.2047,0.1782,1.1813,1.3371
2022,7,12,lon,Vecchia_mm20,1.3509,1.1319,-1.1080,hour_dummy_plus_lat_lon_ols,False,9.7008,0.4259,0.5003,2.2076,2.3192
2022,7,13,lat,Corridor_4x4_lag643,1.1462,0.9183,0.7751,hour_dummy_plus_lat_lon_ols,False,7.8807,0.1667,0.1766,1.1025,1.9613
2022,7,13,lat,Debiased_Whittle,2.7307,2.3512,2.3512,hour_dummy_plus_lat_lon_ols,False,5.9158,0.1302,0.1335,0.8362,1.9232
2022,7,13,lat,Vecchia_mm20,0.3474,0.2717,0.1553,hour_dummy_plus_lat_lon_ols,False,8.3900,0.2970,0.3524,1.7356,2.7475
2022,7,13,lon,Corridor_4x4_lag643,0.7162,0.5663,-0.4766,hour_dummy_plus_lat_lon_ols,False,7.8807,0.1667,0.1766,1.1025,1.9613
2022,7,13,lon,Debiased_Whittle,1.3921,1.0966,1.0527,hour_dummy_plus_lat_lon_ols,False,5.9158,0.1302,0.1335,0.8362,1.9232
2022,7,13,lon,Vecchia_mm20,1.0151,0.8892,-0.8346,hour_dummy_plus_lat_lon_ols,False,8.3900,0.2970,0.3524,1.7356,2.7475
2022,7,14,lat,Corridor_4x4_lag643,0.4489,0.3679,0.1810,hour_dummy_plus_lat_lon_ols,False,7.7392,0.1629,0.2222,1.1334,2.0607
2022,7,14,lat,Debiased_Whittle,1.0442,0.8698,0.7752,hour_dummy_plus_lat_lon_ols,False,6.9053,0.1342,0.1800,0.9533,2.0479
2022,7,14,lat,Vecchia_mm20,0.7167,0.6404,-0.5938,hour_dummy_plus_lat_lon_ols,False,8.1865,0.2833,0.4865,2.0510,3.0042
2022,7,14,lon,Corridor_4x4_lag643,0.8730,0.6892,-0.6398,hour_dummy_plus_lat_lon_ols,False,7.7392,0.1629,0.2222,1.1334,2.0607
2022,7,14,lon,Debiased_Whittle,0.7413,0.6564,-0.1281,hour_dummy_plus_lat_lon_ols,False,6.9053,0.1342,0.1800,0.9533,2.0479
2022,7,14,lon,Vecchia_mm20,0.9947,0.8596,-0.8229,hour_dummy_plus_lat_lon_ols,False,8.1865,0.2833,0.4865,2.0510,3.0042
2022,7,15,lat,Corridor_4x4_lag643,0.6249,0.5341,-0.3873,hour_dummy_plus_lat_lon_ols,False,7.3891,0.2587,0.3042,1.6436,1.3242
2022,7,15,lat,Debiased_Whittle,1.8169,1.5498,1.5498,hour_dummy_plus_lat_lon_ols,False,4.9859,0.1958,0.2401,1.4920,1.1511
2022,7,15,lat,Vecchia_mm20,2.9774,2.5396,-2.5396,hour_dummy_plus_lat_lon_ols,False,11.4249,0.6088,0.9107,3.8926,1.9473
2022,7,15,lon,Corridor_4x4_lag643,0.9721,0.8134,-0.6492,hour_dummy_plus_lat_lon_ols,False,7.3891,0.2587,0.3042,1.6436,1.3242
2022,7,15,lon,Debiased_Whittle,1.6272,1.2103,1.2103,hour_dummy_plus_lat_lon_ols,False,4.9859,0.1958,0.2401,1.4920,1.1511
2022,7,15,lon,Vecchia_mm20,1.9165,1.5873,-1.5873,hour_dummy_plus_lat_lon_ols,False,11.4249,0.6088,0.9107,3.8926,1.9473
2022,7,16,lat,Corridor_4x4_lag643,0.6813,0.5507,-0.0413,hour_dummy_plus_lat_lon_ols,False,7.0951,0.2293,0.2434,1.1543,1.4618
2022,7,16,lat,Debiased_Whittle,3.4557,3.1800,3.1800,hour_dummy_plus_lat_lon_ols,False,3.7550,0.1750,0.1850,0.8729,0.8658
2022,7,16,lat,Vecchia_mm20,1.4881,1.3067,-1.3067,hour_dummy_plus_lat_lon_ols,False,8.8128,0.4696,0.6457,2.3981,2.3046
2022,7,16,lon,Corridor_4x4_lag643,1.3088,1.1517,-1.1517,hour_dummy_plus_lat_lon_ols,False,7.0951,0.2293,0.2434,1.1543,1.4618
2022,7,16,lon,Debiased_Whittle,2.1797,2.0190,2.0190,hour_dummy_plus_lat_lon_ols,False,3.7550,0.1750,0.1850,0.8729,0.8658
