filter_name,time_index,anchor_index,moving_latitude,moving_longitude,standardized_moving_latitude,standardized_moving_longitude,weight
dense_dictionary_positive,7,10,0,-0.6,0,-2,0.0116772072975
dense_dictionary_positive,7,11,0,-0.3,0,-1,-0.0211115459718
dense_dictionary_positive,7,12,0,0,0,0,0.0244827584728
dense_dictionary_positive,7,13,0,0.3,0,1,-0.0211115459718
dense_dictionary_positive,7,14,0,0.6,0,2,0.0116772072975
dense_dictionary_positive,7,15,0.2,-0.6,1,-2,-0.0101240993053
dense_dictionary_positive,7,16,0.2,-0.3,1,-1,0.0181433389448
dense_dictionary_positive,7,17,0.2,0,1,0,-0.0211115459936
dense_dictionary_positive,7,18,0.2,0.3,1,1,0.0181433389448
dense_dictionary_positive,7,19,0.2,0.6,1,2,-0.0101240993053
dense_dictionary_positive,7,20,0.4,-0.6,2,-2,0.00541850873446
dense_dictionary_positive,7,21,0.4,-0.3,2,-1,-0.0101240993302
dense_dictionary_positive,7,22,0.4,0,2,0,0.0116772073439
dense_dictionary_positive,7,23,0.4,0.3,2,1,-0.0101240993302
dense_dictionary_positive,7,24,0.4,0.6,2,2,0.00541850873446
greedy_01_positive,0,0,-0.4,-0.6,-2,-2,0.27474244797
greedy_01_positive,0,1,-0.4,-0.3,-2,-1,-0.27474244797
greedy_01_positive,0,2,-0.4,0,-2,0,0
greedy_01_positive,0,3,-0.4,0.3,-2,1,0
greedy_01_positive,0,4,-0.4,0.6,-2,2,0
greedy_01_positive,0,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,0,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,0,7,-0.2,0,-1,0,0
greedy_01_positive,0,8,-0.2,0.3,-1,1,0
greedy_01_positive,0,9,-0.2,0.6,-1,2,0
greedy_01_positive,0,10,0,-0.6,0,-2,0
greedy_01_positive,0,11,0,-0.3,0,-1,0
greedy_01_positive,0,12,0,0,0,0,0
greedy_01_positive,0,13,0,0.3,0,1,0
greedy_01_positive,0,14,0,0.6,0,2,0
greedy_01_positive,0,15,0.2,-0.6,1,-2,0
greedy_01_positive,0,16,0.2,-0.3,1,-1,0
greedy_01_positive,0,17,0.2,0,1,0,0
greedy_01_positive,0,18,0.2,0.3,1,1,0
greedy_01_positive,0,19,0.2,0.6,1,2,0
greedy_01_positive,0,20,0.4,-0.6,2,-2,0
greedy_01_positive,0,21,0.4,-0.3,2,-1,0
greedy_01_positive,0,22,0.4,0,2,0,0
greedy_01_positive,0,23,0.4,0.3,2,1,0
greedy_01_positive,0,24,0.4,0.6,2,2,0
greedy_01_positive,1,0,-0.4,-0.6,-2,-2,-0.27474244797
greedy_01_positive,1,1,-0.4,-0.3,-2,-1,0.27474244797
greedy_01_positive,1,2,-0.4,0,-2,0,0
greedy_01_positive,1,3,-0.4,0.3,-2,1,0
greedy_01_positive,1,4,-0.4,0.6,-2,2,0
greedy_01_positive,1,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,1,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,1,7,-0.2,0,-1,0,0
greedy_01_positive,1,8,-0.2,0.3,-1,1,0
greedy_01_positive,1,9,-0.2,0.6,-1,2,0
greedy_01_positive,1,10,0,-0.6,0,-2,0
greedy_01_positive,1,11,0,-0.3,0,-1,0
greedy_01_positive,1,12,0,0,0,0,0
greedy_01_positive,1,13,0,0.3,0,1,0
greedy_01_positive,1,14,0,0.6,0,2,0
greedy_01_positive,1,15,0.2,-0.6,1,-2,0
greedy_01_positive,1,16,0.2,-0.3,1,-1,0
greedy_01_positive,1,17,0.2,0,1,0,0
greedy_01_positive,1,18,0.2,0.3,1,1,0
greedy_01_positive,1,19,0.2,0.6,1,2,0
greedy_01_positive,1,20,0.4,-0.6,2,-2,0
greedy_01_positive,1,21,0.4,-0.3,2,-1,0
greedy_01_positive,1,22,0.4,0,2,0,0
greedy_01_positive,1,23,0.4,0.3,2,1,0
greedy_01_positive,1,24,0.4,0.6,2,2,0
greedy_01_positive,2,0,-0.4,-0.6,-2,-2,0
greedy_01_positive,2,1,-0.4,-0.3,-2,-1,0
greedy_01_positive,2,2,-0.4,0,-2,0,0
greedy_01_positive,2,3,-0.4,0.3,-2,1,0
greedy_01_positive,2,4,-0.4,0.6,-2,2,0
greedy_01_positive,2,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,2,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,2,7,-0.2,0,-1,0,0
greedy_01_positive,2,8,-0.2,0.3,-1,1,0
greedy_01_positive,2,9,-0.2,0.6,-1,2,0
greedy_01_positive,2,10,0,-0.6,0,-2,0
greedy_01_positive,2,11,0,-0.3,0,-1,0
greedy_01_positive,2,12,0,0,0,0,0
greedy_01_positive,2,13,0,0.3,0,1,0
greedy_01_positive,2,14,0,0.6,0,2,0
greedy_01_positive,2,15,0.2,-0.6,1,-2,0
greedy_01_positive,2,16,0.2,-0.3,1,-1,0
greedy_01_positive,2,17,0.2,0,1,0,0
greedy_01_positive,2,18,0.2,0.3,1,1,0
greedy_01_positive,2,19,0.2,0.6,1,2,0
greedy_01_positive,2,20,0.4,-0.6,2,-2,0
greedy_01_positive,2,21,0.4,-0.3,2,-1,0
greedy_01_positive,2,22,0.4,0,2,0,0
greedy_01_positive,2,23,0.4,0.3,2,1,0
greedy_01_positive,2,24,0.4,0.6,2,2,0
greedy_01_positive,3,0,-0.4,-0.6,-2,-2,0
greedy_01_positive,3,1,-0.4,-0.3,-2,-1,0
greedy_01_positive,3,2,-0.4,0,-2,0,0
greedy_01_positive,3,3,-0.4,0.3,-2,1,0
greedy_01_positive,3,4,-0.4,0.6,-2,2,0
greedy_01_positive,3,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,3,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,3,7,-0.2,0,-1,0,0
greedy_01_positive,3,8,-0.2,0.3,-1,1,0
greedy_01_positive,3,9,-0.2,0.6,-1,2,0
greedy_01_positive,3,10,0,-0.6,0,-2,0
greedy_01_positive,3,11,0,-0.3,0,-1,0
greedy_01_positive,3,12,0,0,0,0,0
greedy_01_positive,3,13,0,0.3,0,1,0
greedy_01_positive,3,14,0,0.6,0,2,0
greedy_01_positive,3,15,0.2,-0.6,1,-2,0
greedy_01_positive,3,16,0.2,-0.3,1,-1,0
greedy_01_positive,3,17,0.2,0,1,0,0
greedy_01_positive,3,18,0.2,0.3,1,1,0
greedy_01_positive,3,19,0.2,0.6,1,2,0
greedy_01_positive,3,20,0.4,-0.6,2,-2,0
greedy_01_positive,3,21,0.4,-0.3,2,-1,0
greedy_01_positive,3,22,0.4,0,2,0,0
greedy_01_positive,3,23,0.4,0.3,2,1,0
greedy_01_positive,3,24,0.4,0.6,2,2,0
greedy_01_positive,4,0,-0.4,-0.6,-2,-2,0
greedy_01_positive,4,1,-0.4,-0.3,-2,-1,0
greedy_01_positive,4,2,-0.4,0,-2,0,0
greedy_01_positive,4,3,-0.4,0.3,-2,1,0
greedy_01_positive,4,4,-0.4,0.6,-2,2,0
greedy_01_positive,4,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,4,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,4,7,-0.2,0,-1,0,0
greedy_01_positive,4,8,-0.2,0.3,-1,1,0
greedy_01_positive,4,9,-0.2,0.6,-1,2,0
greedy_01_positive,4,10,0,-0.6,0,-2,0
greedy_01_positive,4,11,0,-0.3,0,-1,0
greedy_01_positive,4,12,0,0,0,0,0
greedy_01_positive,4,13,0,0.3,0,1,0
greedy_01_positive,4,14,0,0.6,0,2,0
greedy_01_positive,4,15,0.2,-0.6,1,-2,0
greedy_01_positive,4,16,0.2,-0.3,1,-1,0
greedy_01_positive,4,17,0.2,0,1,0,0
greedy_01_positive,4,18,0.2,0.3,1,1,0
greedy_01_positive,4,19,0.2,0.6,1,2,0
greedy_01_positive,4,20,0.4,-0.6,2,-2,0
greedy_01_positive,4,21,0.4,-0.3,2,-1,0
greedy_01_positive,4,22,0.4,0,2,0,0
greedy_01_positive,4,23,0.4,0.3,2,1,0
greedy_01_positive,4,24,0.4,0.6,2,2,0
greedy_01_positive,5,0,-0.4,-0.6,-2,-2,0
greedy_01_positive,5,1,-0.4,-0.3,-2,-1,0
greedy_01_positive,5,2,-0.4,0,-2,0,0
greedy_01_positive,5,3,-0.4,0.3,-2,1,0
greedy_01_positive,5,4,-0.4,0.6,-2,2,0
greedy_01_positive,5,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,5,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,5,7,-0.2,0,-1,0,0
greedy_01_positive,5,8,-0.2,0.3,-1,1,0
greedy_01_positive,5,9,-0.2,0.6,-1,2,0
greedy_01_positive,5,10,0,-0.6,0,-2,0
greedy_01_positive,5,11,0,-0.3,0,-1,0
greedy_01_positive,5,12,0,0,0,0,0
greedy_01_positive,5,13,0,0.3,0,1,0
greedy_01_positive,5,14,0,0.6,0,2,0
greedy_01_positive,5,15,0.2,-0.6,1,-2,0
greedy_01_positive,5,16,0.2,-0.3,1,-1,0
greedy_01_positive,5,17,0.2,0,1,0,0
greedy_01_positive,5,18,0.2,0.3,1,1,0
greedy_01_positive,5,19,0.2,0.6,1,2,0
greedy_01_positive,5,20,0.4,-0.6,2,-2,0
greedy_01_positive,5,21,0.4,-0.3,2,-1,0
greedy_01_positive,5,22,0.4,0,2,0,0
greedy_01_positive,5,23,0.4,0.3,2,1,0
greedy_01_positive,5,24,0.4,0.6,2,2,0
greedy_01_positive,6,0,-0.4,-0.6,-2,-2,0
greedy_01_positive,6,1,-0.4,-0.3,-2,-1,0
greedy_01_positive,6,2,-0.4,0,-2,0,0
greedy_01_positive,6,3,-0.4,0.3,-2,1,0
greedy_01_positive,6,4,-0.4,0.6,-2,2,0
greedy_01_positive,6,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,6,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,6,7,-0.2,0,-1,0,0
greedy_01_positive,6,8,-0.2,0.3,-1,1,0
greedy_01_positive,6,9,-0.2,0.6,-1,2,0
greedy_01_positive,6,10,0,-0.6,0,-2,0
greedy_01_positive,6,11,0,-0.3,0,-1,0
greedy_01_positive,6,12,0,0,0,0,0
greedy_01_positive,6,13,0,0.3,0,1,0
greedy_01_positive,6,14,0,0.6,0,2,0
greedy_01_positive,6,15,0.2,-0.6,1,-2,0
greedy_01_positive,6,16,0.2,-0.3,1,-1,0
greedy_01_positive,6,17,0.2,0,1,0,0
greedy_01_positive,6,18,0.2,0.3,1,1,0
greedy_01_positive,6,19,0.2,0.6,1,2,0
greedy_01_positive,6,20,0.4,-0.6,2,-2,0
greedy_01_positive,6,21,0.4,-0.3,2,-1,0
greedy_01_positive,6,22,0.4,0,2,0,0
greedy_01_positive,6,23,0.4,0.3,2,1,0
greedy_01_positive,6,24,0.4,0.6,2,2,0
greedy_01_positive,7,0,-0.4,-0.6,-2,-2,0
greedy_01_positive,7,1,-0.4,-0.3,-2,-1,0
greedy_01_positive,7,2,-0.4,0,-2,0,0
greedy_01_positive,7,3,-0.4,0.3,-2,1,0
greedy_01_positive,7,4,-0.4,0.6,-2,2,0
greedy_01_positive,7,5,-0.2,-0.6,-1,-2,0
greedy_01_positive,7,6,-0.2,-0.3,-1,-1,0
greedy_01_positive,7,7,-0.2,0,-1,0,0
greedy_01_positive,7,8,-0.2,0.3,-1,1,0
greedy_01_positive,7,9,-0.2,0.6,-1,2,0
greedy_01_positive,7,10,0,-0.6,0,-2,0
greedy_01_positive,7,11,0,-0.3,0,-1,0
greedy_01_positive,7,12,0,0,0,0,0
greedy_01_positive,7,13,0,0.3,0,1,0
greedy_01_positive,7,14,0,0.6,0,2,0
greedy_01_positive,7,15,0.2,-0.6,1,-2,0
greedy_01_positive,7,16,0.2,-0.3,1,-1,0
greedy_01_positive,7,17,0.2,0,1,0,0
greedy_01_positive,7,18,0.2,0.3,1,1,0
greedy_01_positive,7,19,0.2,0.6,1,2,0
greedy_01_positive,7,20,0.4,-0.6,2,-2,0
greedy_01_positive,7,21,0.4,-0.3,2,-1,0
greedy_01_positive,7,22,0.4,0,2,0,0
greedy_01_positive,7,23,0.4,0.3,2,1,0
greedy_01_positive,7,24,0.4,0.6,2,2,0
greedy_02_positive,0,0,-0.4,-0.6,-2,-2,-0.208480433837
greedy_02_positive,0,1,-0.4,-0.3,-2,-1,0.208480433837
greedy_02_positive,0,2,-0.4,0,-2,0,0
greedy_02_positive,0,3,-0.4,0.3,-2,1,0
greedy_02_positive,0,4,-0.4,0.6,-2,2,0
greedy_02_positive,0,5,-0.2,-0.6,-1,-2,0.208480433837
greedy_02_positive,0,6,-0.2,-0.3,-1,-1,-0.208480433837
greedy_02_positive,0,7,-0.2,0,-1,0,0
greedy_02_positive,0,8,-0.2,0.3,-1,1,0
greedy_02_positive,0,9,-0.2,0.6,-1,2,0
greedy_02_positive,0,10,0,-0.6,0,-2,0
greedy_02_positive,0,11,0,-0.3,0,-1,0
greedy_02_positive,0,12,0,0,0,0,0
greedy_02_positive,0,13,0,0.3,0,1,0
greedy_02_positive,0,14,0,0.6,0,2,0
greedy_02_positive,0,15,0.2,-0.6,1,-2,0
greedy_02_positive,0,16,0.2,-0.3,1,-1,0
greedy_02_positive,0,17,0.2,0,1,0,0
greedy_02_positive,0,18,0.2,0.3,1,1,0
greedy_02_positive,0,19,0.2,0.6,1,2,0
greedy_02_positive,0,20,0.4,-0.6,2,-2,0
greedy_02_positive,0,21,0.4,-0.3,2,-1,0
greedy_02_positive,0,22,0.4,0,2,0,0
greedy_02_positive,0,23,0.4,0.3,2,1,0
greedy_02_positive,0,24,0.4,0.6,2,2,0
greedy_02_positive,1,0,-0.4,-0.6,-2,-2,0.208480433837
greedy_02_positive,1,1,-0.4,-0.3,-2,-1,-0.208480433837
greedy_02_positive,1,2,-0.4,0,-2,0,0
greedy_02_positive,1,3,-0.4,0.3,-2,1,0
greedy_02_positive,1,4,-0.4,0.6,-2,2,0
greedy_02_positive,1,5,-0.2,-0.6,-1,-2,-0.208480433837
greedy_02_positive,1,6,-0.2,-0.3,-1,-1,0.208480433837
greedy_02_positive,1,7,-0.2,0,-1,0,0
greedy_02_positive,1,8,-0.2,0.3,-1,1,0
greedy_02_positive,1,9,-0.2,0.6,-1,2,0
greedy_02_positive,1,10,0,-0.6,0,-2,0
greedy_02_positive,1,11,0,-0.3,0,-1,0
greedy_02_positive,1,12,0,0,0,0,0
greedy_02_positive,1,13,0,0.3,0,1,0
greedy_02_positive,1,14,0,0.6,0,2,0
greedy_02_positive,1,15,0.2,-0.6,1,-2,0
greedy_02_positive,1,16,0.2,-0.3,1,-1,0
greedy_02_positive,1,17,0.2,0,1,0,0
greedy_02_positive,1,18,0.2,0.3,1,1,0
greedy_02_positive,1,19,0.2,0.6,1,2,0
greedy_02_positive,1,20,0.4,-0.6,2,-2,0
greedy_02_positive,1,21,0.4,-0.3,2,-1,0
greedy_02_positive,1,22,0.4,0,2,0,0
greedy_02_positive,1,23,0.4,0.3,2,1,0
greedy_02_positive,1,24,0.4,0.6,2,2,0
greedy_02_positive,2,0,-0.4,-0.6,-2,-2,0
greedy_02_positive,2,1,-0.4,-0.3,-2,-1,0
greedy_02_positive,2,2,-0.4,0,-2,0,0
greedy_02_positive,2,3,-0.4,0.3,-2,1,0
greedy_02_positive,2,4,-0.4,0.6,-2,2,0
greedy_02_positive,2,5,-0.2,-0.6,-1,-2,0
greedy_02_positive,2,6,-0.2,-0.3,-1,-1,0
greedy_02_positive,2,7,-0.2,0,-1,0,0
greedy_02_positive,2,8,-0.2,0.3,-1,1,0
greedy_02_positive,2,9,-0.2,0.6,-1,2,0
greedy_02_positive,2,10,0,-0.6,0,-2,0
greedy_02_positive,2,11,0,-0.3,0,-1,0
greedy_02_positive,2,12,0,0,0,0,0
greedy_02_positive,2,13,0,0.3,0,1,0
greedy_02_positive,2,14,0,0.6,0,2,0
greedy_02_positive,2,15,0.2,-0.6,1,-2,0
greedy_02_positive,2,16,0.2,-0.3,1,-1,0
greedy_02_positive,2,17,0.2,0,1,0,0
greedy_02_positive,2,18,0.2,0.3,1,1,0
greedy_02_positive,2,19,0.2,0.6,1,2,0
greedy_02_positive,2,20,0.4,-0.6,2,-2,0
greedy_02_positive,2,21,0.4,-0.3,2,-1,0
greedy_02_positive,2,22,0.4,0,2,0,0
greedy_02_positive,2,23,0.4,0.3,2,1,0
greedy_02_positive,2,24,0.4,0.6,2,2,0
greedy_02_positive,3,0,-0.4,-0.6,-2,-2,0
greedy_02_positive,3,1,-0.4,-0.3,-2,-1,0
greedy_02_positive,3,2,-0.4,0,-2,0,0
greedy_02_positive,3,3,-0.4,0.3,-2,1,0
greedy_02_positive,3,4,-0.4,0.6,-2,2,0
greedy_02_positive,3,5,-0.2,-0.6,-1,-2,0
greedy_02_positive,3,6,-0.2,-0.3,-1,-1,0
greedy_02_positive,3,7,-0.2,0,-1,0,0
greedy_02_positive,3,8,-0.2,0.3,-1,1,0
greedy_02_positive,3,9,-0.2,0.6,-1,2,0
greedy_02_positive,3,10,0,-0.6,0,-2,0
greedy_02_positive,3,11,0,-0.3,0,-1,0
greedy_02_positive,3,12,0,0,0,0,0
greedy_02_positive,3,13,0,0.3,0,1,0
greedy_02_positive,3,14,0,0.6,0,2,0
greedy_02_positive,3,15,0.2,-0.6,1,-2,0
greedy_02_positive,3,16,0.2,-0.3,1,-1,0
greedy_02_positive,3,17,0.2,0,1,0,0
greedy_02_positive,3,18,0.2,0.3,1,1,0
greedy_02_positive,3,19,0.2,0.6,1,2,0
greedy_02_positive,3,20,0.4,-0.6,2,-2,0
greedy_02_positive,3,21,0.4,-0.3,2,-1,0
greedy_02_positive,3,22,0.4,0,2,0,0
greedy_02_positive,3,23,0.4,0.3,2,1,0
greedy_02_positive,3,24,0.4,0.6,2,2,0
greedy_02_positive,4,0,-0.4,-0.6,-2,-2,0
greedy_02_positive,4,1,-0.4,-0.3,-2,-1,0
greedy_02_positive,4,2,-0.4,0,-2,0,0
greedy_02_positive,4,3,-0.4,0.3,-2,1,0
greedy_02_positive,4,4,-0.4,0.6,-2,2,0
greedy_02_positive,4,5,-0.2,-0.6,-1,-2,0
greedy_02_positive,4,6,-0.2,-0.3,-1,-1,0
greedy_02_positive,4,7,-0.2,0,-1,0,0
greedy_02_positive,4,8,-0.2,0.3,-1,1,0
greedy_02_positive,4,9,-0.2,0.6,-1,2,0
greedy_02_positive,4,10,0,-0.6,0,-2,0
greedy_02_positive,4,11,0,-0.3,0,-1,0
greedy_02_positive,4,12,0,0,0,0,0
greedy_02_positive,4,13,0,0.3,0,1,0
greedy_02_positive,4,14,0,0.6,0,2,0
greedy_02_positive,4,15,0.2,-0.6,1,-2,0
greedy_02_positive,4,16,0.2,-0.3,1,-1,0
greedy_02_positive,4,17,0.2,0,1,0,0
greedy_02_positive,4,18,0.2,0.3,1,1,0
greedy_02_positive,4,19,0.2,0.6,1,2,0
greedy_02_positive,4,20,0.4,-0.6,2,-2,0
greedy_02_positive,4,21,0.4,-0.3,2,-1,0
greedy_02_positive,4,22,0.4,0,2,0,0
greedy_02_positive,4,23,0.4,0.3,2,1,0
greedy_02_positive,4,24,0.4,0.6,2,2,0
greedy_02_positive,5,0,-0.4,-0.6,-2,-2,0
greedy_02_positive,5,1,-0.4,-0.3,-2,-1,0
greedy_02_positive,5,2,-0.4,0,-2,0,0
greedy_02_positive,5,3,-0.4,0.3,-2,1,0
greedy_02_positive,5,4,-0.4,0.6,-2,2,0
greedy_02_positive,5,5,-0.2,-0.6,-1,-2,0
greedy_02_positive,5,6,-0.2,-0.3,-1,-1,0
greedy_02_positive,5,7,-0.2,0,-1,0,0
greedy_02_positive,5,8,-0.2,0.3,-1,1,0
greedy_02_positive,5,9,-0.2,0.6,-1,2,0
greedy_02_positive,5,10,0,-0.6,0,-2,0
greedy_02_positive,5,11,0,-0.3,0,-1,0
greedy_02_positive,5,12,0,0,0,0,0
greedy_02_positive,5,13,0,0.3,0,1,0
greedy_02_positive,5,14,0,0.6,0,2,0
greedy_02_positive,5,15,0.2,-0.6,1,-2,0
greedy_02_positive,5,16,0.2,-0.3,1,-1,0
greedy_02_positive,5,17,0.2,0,1,0,0
greedy_02_positive,5,18,0.2,0.3,1,1,0
greedy_02_positive,5,19,0.2,0.6,1,2,0
greedy_02_positive,5,20,0.4,-0.6,2,-2,0
greedy_02_positive,5,21,0.4,-0.3,2,-1,0
greedy_02_positive,5,22,0.4,0,2,0,0
greedy_02_positive,5,23,0.4,0.3,2,1,0
greedy_02_positive,5,24,0.4,0.6,2,2,0
greedy_02_positive,6,0,-0.4,-0.6,-2,-2,0
greedy_02_positive,6,1,-0.4,-0.3,-2,-1,0
greedy_02_positive,6,2,-0.4,0,-2,0,0
greedy_02_positive,6,3,-0.4,0.3,-2,1,0
greedy_02_positive,6,4,-0.4,0.6,-2,2,0
greedy_02_positive,6,5,-0.2,-0.6,-1,-2,0
greedy_02_positive,6,6,-0.2,-0.3,-1,-1,0
greedy_02_positive,6,7,-0.2,0,-1,0,0
greedy_02_positive,6,8,-0.2,0.3,-1,1,0
greedy_02_positive,6,9,-0.2,0.6,-1,2,0
greedy_02_positive,6,10,0,-0.6,0,-2,0
greedy_02_positive,6,11,0,-0.3,0,-1,0
greedy_02_positive,6,12,0,0,0,0,0
greedy_02_positive,6,13,0,0.3,0,1,0
greedy_02_positive,6,14,0,0.6,0,2,0
greedy_02_positive,6,15,0.2,-0.6,1,-2,0
greedy_02_positive,6,16,0.2,-0.3,1,-1,0
greedy_02_positive,6,17,0.2,0,1,0,0
greedy_02_positive,6,18,0.2,0.3,1,1,0
greedy_02_positive,6,19,0.2,0.6,1,2,0
greedy_02_positive,6,20,0.4,-0.6,2,-2,0
greedy_02_positive,6,21,0.4,-0.3,2,-1,0
greedy_02_positive,6,22,0.4,0,2,0,0
greedy_02_positive,6,23,0.4,0.3,2,1,0
greedy_02_positive,6,24,0.4,0.6,2,2,0
greedy_02_positive,7,0,-0.4,-0.6,-2,-2,0
greedy_02_positive,7,1,-0.4,-0.3,-2,-1,0
greedy_02_positive,7,2,-0.4,0,-2,0,0
greedy_02_positive,7,3,-0.4,0.3,-2,1,0
greedy_02_positive,7,4,-0.4,0.6,-2,2,0
greedy_02_positive,7,5,-0.2,-0.6,-1,-2,0
greedy_02_positive,7,6,-0.2,-0.3,-1,-1,0
greedy_02_positive,7,7,-0.2,0,-1,0,0
greedy_02_positive,7,8,-0.2,0.3,-1,1,0
greedy_02_positive,7,9,-0.2,0.6,-1,2,0
greedy_02_positive,7,10,0,-0.6,0,-2,0
greedy_02_positive,7,11,0,-0.3,0,-1,0
greedy_02_positive,7,12,0,0,0,0,0
greedy_02_positive,7,13,0,0.3,0,1,0
greedy_02_positive,7,14,0,0.6,0,2,0
greedy_02_positive,7,15,0.2,-0.6,1,-2,0
greedy_02_positive,7,16,0.2,-0.3,1,-1,0
greedy_02_positive,7,17,0.2,0,1,0,0
greedy_02_positive,7,18,0.2,0.3,1,1,0
greedy_02_positive,7,19,0.2,0.6,1,2,0
greedy_02_positive,7,20,0.4,-0.6,2,-2,0
greedy_02_positive,7,21,0.4,-0.3,2,-1,0
greedy_02_positive,7,22,0.4,0,2,0,0
greedy_02_positive,7,23,0.4,0.3,2,1,0
greedy_02_positive,7,24,0.4,0.6,2,2,0
greedy_04_positive,0,0,-0.4,-0.6,-2,-2,0.134253081258
greedy_04_positive,0,1,-0.4,-0.3,-2,-1,-0.134253081258
greedy_04_positive,0,2,-0.4,0,-2,0,-0
greedy_04_positive,0,3,-0.4,0.3,-2,1,-0
greedy_04_positive,0,4,-0.4,0.6,-2,2,-0
greedy_04_positive,0,5,-0.2,-0.6,-1,-2,-0.188023008798
greedy_04_positive,0,6,-0.2,-0.3,-1,-1,0.188023008798
greedy_04_positive,0,7,-0.2,0,-1,0,-0
greedy_04_positive,0,8,-0.2,0.3,-1,1,-0
greedy_04_positive,0,9,-0.2,0.6,-1,2,-0
greedy_04_positive,0,10,0,-0.6,0,-2,0.134253081258
greedy_04_positive,0,11,0,-0.3,0,-1,-0.134253081258
greedy_04_positive,0,12,0,0,0,0,-0
greedy_04_positive,0,13,0,0.3,0,1,-0
greedy_04_positive,0,14,0,0.6,0,2,-0
greedy_04_positive,0,15,0.2,-0.6,1,-2,-0
greedy_04_positive,0,16,0.2,-0.3,1,-1,-0
greedy_04_positive,0,17,0.2,0,1,0,-0
greedy_04_positive,0,18,0.2,0.3,1,1,-0
greedy_04_positive,0,19,0.2,0.6,1,2,-0
greedy_04_positive,0,20,0.4,-0.6,2,-2,-0
greedy_04_positive,0,21,0.4,-0.3,2,-1,-0
greedy_04_positive,0,22,0.4,0,2,0,-0
greedy_04_positive,0,23,0.4,0.3,2,1,-0
greedy_04_positive,0,24,0.4,0.6,2,2,-0
greedy_04_positive,1,0,-0.4,-0.6,-2,-2,-0.134253081258
greedy_04_positive,1,1,-0.4,-0.3,-2,-1,0.134253081258
greedy_04_positive,1,2,-0.4,0,-2,0,-0
greedy_04_positive,1,3,-0.4,0.3,-2,1,-0
greedy_04_positive,1,4,-0.4,0.6,-2,2,-0
greedy_04_positive,1,5,-0.2,-0.6,-1,-2,0.286039447481
greedy_04_positive,1,6,-0.2,-0.3,-1,-1,-0.286039447481
greedy_04_positive,1,7,-0.2,0,-1,0,-0
greedy_04_positive,1,8,-0.2,0.3,-1,1,-0
greedy_04_positive,1,9,-0.2,0.6,-1,2,-0
greedy_04_positive,1,10,0,-0.6,0,-2,-0.134253081258
greedy_04_positive,1,11,0,-0.3,0,-1,0.134253081258
greedy_04_positive,1,12,0,0,0,0,-0
greedy_04_positive,1,13,0,0.3,0,1,-0
greedy_04_positive,1,14,0,0.6,0,2,-0
greedy_04_positive,1,15,0.2,-0.6,1,-2,-0
greedy_04_positive,1,16,0.2,-0.3,1,-1,-0
greedy_04_positive,1,17,0.2,0,1,0,-0
greedy_04_positive,1,18,0.2,0.3,1,1,-0
greedy_04_positive,1,19,0.2,0.6,1,2,-0
greedy_04_positive,1,20,0.4,-0.6,2,-2,-0
greedy_04_positive,1,21,0.4,-0.3,2,-1,-0
greedy_04_positive,1,22,0.4,0,2,0,-0
greedy_04_positive,1,23,0.4,0.3,2,1,-0
greedy_04_positive,1,24,0.4,0.6,2,2,-0
greedy_04_positive,2,0,-0.4,-0.6,-2,-2,-0
greedy_04_positive,2,1,-0.4,-0.3,-2,-1,-0
greedy_04_positive,2,2,-0.4,0,-2,0,-0
greedy_04_positive,2,3,-0.4,0.3,-2,1,-0
greedy_04_positive,2,4,-0.4,0.6,-2,2,-0
greedy_04_positive,2,5,-0.2,-0.6,-1,-2,-0.0980164386826
greedy_04_positive,2,6,-0.2,-0.3,-1,-1,0.0980164386826
greedy_04_positive,2,7,-0.2,0,-1,0,-0
greedy_04_positive,2,8,-0.2,0.3,-1,1,-0
greedy_04_positive,2,9,-0.2,0.6,-1,2,-0
greedy_04_positive,2,10,0,-0.6,0,-2,-0
greedy_04_positive,2,11,0,-0.3,0,-1,-0
greedy_04_positive,2,12,0,0,0,0,-0
greedy_04_positive,2,13,0,0.3,0,1,-0
greedy_04_positive,2,14,0,0.6,0,2,-0
greedy_04_positive,2,15,0.2,-0.6,1,-2,-0
greedy_04_positive,2,16,0.2,-0.3,1,-1,-0
greedy_04_positive,2,17,0.2,0,1,0,-0
greedy_04_positive,2,18,0.2,0.3,1,1,-0
greedy_04_positive,2,19,0.2,0.6,1,2,-0
greedy_04_positive,2,20,0.4,-0.6,2,-2,-0
greedy_04_positive,2,21,0.4,-0.3,2,-1,-0
greedy_04_positive,2,22,0.4,0,2,0,-0
greedy_04_positive,2,23,0.4,0.3,2,1,-0
greedy_04_positive,2,24,0.4,0.6,2,2,-0
