year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget
2023,7,4,lat,Vecchia_mm20,1.2366,1.0174,1.0174,9.3787,0.2616,0.2901,1.4063,0.0260,-0.2293,1.2726
2023,7,4,lon,Corridor_4x4_lag643,0.7807,0.6658,0.2866,9.1719,0.1811,0.1971,1.0936,0.0351,-0.2620,1.2019
2023,7,4,lon,Debiased_Whittle,0.9573,0.8409,0.2929,9.3581,0.1488,0.1601,1.1396,0.0397,-0.2921,0.8448
2023,7,4,lon,Vecchia_mm20,0.6502,0.5819,0.5819,9.3787,0.2616,0.2901,1.4063,0.0260,-0.2293,1.2726
2023,7,5,lat,Corridor_4x4_lag643,5.6453,4.1963,3.4536,11.3445,0.1786,0.2361,1.1860,-0.0053,-0.3066,1.3691
2023,7,5,lat,Debiased_Whittle,7.0588,5.2957,5.2372,9.8296,0.1730,0.2312,1.2132,-0.0219,-0.3962,0.8417
2023,7,5,lat,Vecchia_mm20,3.6814,2.3503,2.0736,13.7447,0.3640,0.5229,2.1224,-0.0014,-0.2666,2.1564
2023,7,5,lon,Corridor_4x4_lag643,1.0576,0.9501,-0.3109,11.3445,0.1786,0.2361,1.1860,-0.0053,-0.3066,1.3691
2023,7,5,lon,Debiased_Whittle,1.9376,1.5359,1.4640,9.8296,0.1730,0.2312,1.2132,-0.0219,-0.3962,0.8417
2023,7,5,lon,Vecchia_mm20,1.2951,1.1342,-1.0641,13.7447,0.3640,0.5229,2.1224,-0.0014,-0.2666,2.1564
2023,7,6,lat,Corridor_4x4_lag643,3.1972,2.5669,1.2743,14.2328,0.2071,0.2504,1.1736,-0.0234,-0.2556,1.3131
2023,7,6,lat,Debiased_Whittle,4.6229,3.6040,3.0028,12.0909,0.1626,0.1864,1.0010,-0.0391,-0.2836,1.1493
2023,7,6,lat,Vecchia_mm20,2.4083,1.5605,1.4181,14.6616,0.3245,0.4480,1.6777,-0.0179,-0.2029,2.0066
2023,7,6,lon,Corridor_4x4_lag643,1.5851,1.4017,-1.0931,14.2328,0.2071,0.2504,1.1736,-0.0234,-0.2556,1.3131
2023,7,6,lon,Debiased_Whittle,1.7088,1.3905,0.4893,12.0909,0.1626,0.1864,1.0010,-0.0391,-0.2836,1.1493
2023,7,6,lon,Vecchia_mm20,0.9619,0.7984,-0.5798,14.6616,0.3245,0.4480,1.6777,-0.0179,-0.2029,2.0066
2023,7,7,lat,Corridor_4x4_lag643,3.2298,2.4297,2.1373,12.8291,0.1891,0.2675,1.2266,0.0149,-0.1798,0.9921
2023,7,7,lat,Debiased_Whittle,4.1468,3.2800,2.8859,11.5421,0.1519,0.2043,0.9545,0.0280,-0.2047,1.0111
2023,7,7,lat,Vecchia_mm20,1.3178,1.0045,0.2418,15.6999,0.3024,0.4928,1.9356,0.0053,-0.1862,1.4773
2023,7,7,lon,Corridor_4x4_lag643,1.8502,1.4441,0.7232,12.8291,0.1891,0.2675,1.2266,0.0149,-0.1798,0.9921
2023,7,7,lon,Debiased_Whittle,2.6012,2.0705,1.3010,11.5421,0.1519,0.2043,0.9545,0.0280,-0.2047,1.0111
2023,7,7,lon,Vecchia_mm20,0.7709,0.6218,-0.3770,15.6999,0.3024,0.4928,1.9356,0.0053,-0.1862,1.4773
2023,7,8,lat,Corridor_4x4_lag643,5.5270,3.9362,3.5941,10.9730,0.1786,0.1966,1.0412,0.0128,-0.0571,1.7839
2023,7,8,lat,Debiased_Whittle,7.3903,5.6415,5.6402,8.9775,0.1282,0.1313,0.7668,0.0527,-0.0913,1.1553
2023,7,8,lat,Vecchia_mm20,4.7079,3.4415,3.4238,11.4426,0.3438,0.4299,1.9807,-0.0088,-0.0576,2.7186
2023,7,8,lon,Corridor_4x4_lag643,1.0795,0.9160,-0.8731,10.9730,0.1786,0.1966,1.0412,0.0128,-0.0571,1.7839
2023,7,8,lon,Debiased_Whittle,1.4667,1.1170,1.1094,8.9775,0.1282,0.1313,0.7668,0.0527,-0.0913,1.1553
2023,7,8,lon,Vecchia_mm20,1.2632,1.1721,-0.6736,11.4426,0.3438,0.4299,1.9807,-0.0088,-0.0576,2.7186
2023,7,9,lat,Corridor_4x4_lag643,4.6469,3.2588,2.9054,12.3450,0.1775,0.2272,1.0577,0.0344,-0.1328,0.4831
2023,7,9,lat,Debiased_Whittle,5.4949,4.0598,3.7588,11.5852,0.1465,0.1821,0.8011,-0.0024,-0.1357,0.0000
2023,7,9,lat,Vecchia_mm20,3.4004,2.1337,1.8219,13.9093,0.2631,0.3751,1.5679,0.0302,-0.1371,0.9620
2023,7,9,lon,Corridor_4x4_lag643,0.8522,0.7570,-0.1045,12.3450,0.1775,0.2272,1.0577,0.0344,-0.1328,0.4831
2023,7,9,lon,Debiased_Whittle,1.4013,1.1587,0.6522,11.5852,0.1465,0.1821,0.8011,-0.0024,-0.1357,0.0000
2023,7,9,lon,Vecchia_mm20,0.9883,0.8456,-0.7906,13.9093,0.2631,0.3751,1.5679,0.0302,-0.1371,0.9620
2023,7,10,lat,Corridor_4x4_lag643,6.1859,4.4883,3.3825,11.7093,0.2544,0.2876,1.2348,0.0696,-0.2317,0.8732
2023,7,10,lat,Debiased_Whittle,8.0923,5.8292,5.8292,8.7519,0.1519,0.1874,0.9627,0.0663,-0.0743,0.8743
2023,7,10,lat,Vecchia_mm20,4.0122,2.7521,1.7489,14.9642,0.4569,0.6054,2.4102,0.0535,-0.1990,1.5440
2023,7,10,lon,Corridor_4x4_lag643,1.4678,1.2847,-1.1030,11.7093,0.2544,0.2876,1.2348,0.0696,-0.2317,0.8732
2023,7,10,lon,Debiased_Whittle,1.8530,1.3674,1.0958,8.7519,0.1519,0.1874,0.9627,0.0663,-0.0743,0.8743
2023,7,10,lon,Vecchia_mm20,2.2932,2.0355,-2.0104,14.9642,0.4569,0.6054,2.4102,0.0535,-0.1990,1.5440
2023,7,11,lat,Corridor_4x4_lag643,1.8183,1.4403,0.9575,9.4313,0.1918,0.2386,0.9859,-0.0067,-0.2618,0.4785
2023,7,11,lat,Debiased_Whittle,2.8267,2.2229,2.2148,7.9193,0.1670,0.2069,0.9962,0.0007,-0.2754,0.5295
2023,7,11,lat,Vecchia_mm20,0.8330,0.6383,0.2726,10.7258,0.3083,0.4198,1.4888,-0.0168,-0.1564,0.9203
2023,7,11,lon,Corridor_4x4_lag643,1.1844,1.0160,0.1979,9.4313,0.1918,0.2386,0.9859,-0.0067,-0.2618,0.4785
2023,7,11,lon,Debiased_Whittle,1.9653,1.4548,1.4114,7.9193,0.1670,0.2069,0.9962,0.0007,-0.2754,0.5295
2023,7,11,lon,Vecchia_mm20,0.6984,0.5228,-0.2547,10.7258,0.3083,0.4198,1.4888,-0.0168,-0.1564,0.9203
2023,7,12,lat,Corridor_4x4_lag643,6.7361,4.8197,4.0543,11.8188,0.2401,0.2902,0.8930,0.0225,-0.1560,0.7256
2023,7,12,lat,Debiased_Whittle,10.1005,8.1273,8.1273,7.2868,0.2163,0.2306,0.8912,0.0409,-0.2891,0.5297
2023,7,12,lat,Vecchia_mm20,4.9273,3.3336,2.5652,14.1622,0.3968,0.5186,1.5391,0.0165,-0.1402,1.4631
2023,7,12,lon,Corridor_4x4_lag643,1.0112,0.8613,-0.8530,11.8188,0.2401,0.2902,0.8930,0.0225,-0.1560,0.7256
2023,7,12,lon,Debiased_Whittle,3.3412,3.1470,3.1470,7.2868,0.2163,0.2306,0.8912,0.0409,-0.2891,0.5297
2023,7,12,lon,Vecchia_mm20,2.0826,1.8615,-1.8615,14.1622,0.3968,0.5186,1.5391,0.0165,-0.1402,1.4631
2023,7,13,lat,Corridor_4x4_lag643,4.5785,3.3032,2.0970,13.8531,0.2476,0.2511,1.2872,0.0064,-0.1798,1.3154
2023,7,13,lat,Debiased_Whittle,6.9764,5.2799,5.2799,10.7673,0.1939,0.1812,1.0689,0.0613,-0.1303,0.6207
2023,7,13,lat,Vecchia_mm20,3.7425,2.3447,2.0936,14.6932,0.4045,0.4118,1.9544,0.0384,-0.1488,1.9375
2023,7,13,lon,Corridor_4x4_lag643,1.1889,1.0679,-0.5575,13.8531,0.2476,0.2511,1.2872,0.0064,-0.1798,1.3154
2023,7,13,lon,Debiased_Whittle,2.9580,2.4225,2.4138,10.7673,0.1939,0.1812,1.0689,0.0613,-0.1303,0.6207
2023,7,13,lon,Vecchia_mm20,0.7520,0.6192,-0.5067,14.6932,0.4045,0.4118,1.9544,0.0384,-0.1488,1.9375
2023,7,14,lat,Corridor_4x4_lag643,1.3096,1.1801,-0.2351,12.4523,0.2283,0.2527,1.2814,0.0243,-0.2151,0.6172
2023,7,14,lat,Debiased_Whittle,2.8174,2.2144,2.1457,9.6776,0.1777,0.2273,1.2741,0.0208,-0.2648,0.4717
2023,7,14,lat,Vecchia_mm20,1.3043,1.0908,-1.0355,14.8812,0.4615,0.5040,2.2752,0.0433,-0.1561,1.2618
2023,7,14,lon,Corridor_4x4_lag643,1.1771,0.9788,-0.8190,12.4523,0.2283,0.2527,1.2814,0.0243,-0.2151,0.6172
2023,7,14,lon,Debiased_Whittle,2.0241,1.6678,1.5792,9.6776,0.1777,0.2273,1.2741,0.0208,-0.2648,0.4717
2023,7,14,lon,Vecchia_mm20,1.7557,1.5358,-1.4360,14.8812,0.4615,0.5040,2.2752,0.0433,-0.1561,1.2618
2023,7,15,lat,Corridor_4x4_lag643,4.0469,2.9089,2.9089,9.0782,0.1941,0.2233,1.1100,-0.0177,-0.0772,0.4019
2023,7,15,lat,Debiased_Whittle,6.0252,5.2598,5.2598,6.6824,0.2186,0.2614,1.2119,-0.0136,0.0377,0.3249
2023,7,15,lat,Vecchia_mm20,3.1250,2.1629,2.1629,10.1821,0.2889,0.3567,1.5424,-0.0193,-0.0795,0.7368
2023,7,15,lon,Corridor_4x4_lag643,1.0852,0.7742,0.6975,9.0782,0.1941,0.2233,1.1100,-0.0177,-0.0772,0.4019
2023,7,15,lon,Debiased_Whittle,3.1934,3.0341,3.0341,6.6824,0.2186,0.2614,1.2119,-0.0136,0.0377,0.3249
2023,7,15,lon,Vecchia_mm20,0.4377,0.3726,0.1437,10.1821,0.2889,0.3567,1.5424,-0.0193,-0.0795,0.7368
2023,7,16,lat,Corridor_4x4_lag643,4.3187,3.1566,3.1421,9.6882,0.1732,0.2094,1.0561,-0.0342,-0.0161,0.9350
2023,7,16,lat,Debiased_Whittle,4.8991,3.8065,3.7342,8.8828,0.1427,0.1791,1.0094,0.0248,-0.0186,0.9544
2023,7,16,lat,Vecchia_mm20,3.7237,2.7786,2.7786,9.9870,0.2731,0.3679,1.4149,-0.0456,-0.0201,1.5664
2023,7,16,lon,Corridor_4x4_lag643,0.5360,0.4283,0.0442,9.6882,0.1732,0.2094,1.0561,-0.0342,-0.0161,0.9350
2023,7,16,lon,Debiased_Whittle,0.9063,0.6972,0.6268,8.8828,0.1427,0.1791,1.0094,0.0248,-0.0186,0.9544
2023,7,16,lon,Vecchia_mm20,0.3913,0.3451,-0.0851,9.9870,0.2731,0.3679,1.4149,-0.0456,-0.0201,1.5664
2023,7,17,lat,Corridor_4x4_lag643,19.5025,13.0947,13.0544,9.2698,0.2300,0.2321,1.2960,-0.0069,-0.0213,0.8156
2023,7,17,lat,Debiased_Whittle,18.9018,12.8244,12.0294,10.4421,0.2000,0.1993,1.1967,0.0441,-0.0854,0.5580
2023,7,17,lat,Vecchia_mm20,17.6102,11.5194,11.5194,11.8692,0.4339,0.4724,2.3122,-0.0025,-0.0328,1.4055
2023,7,17,lon,Corridor_4x4_lag643,1.0260,0.8720,-0.3264,9.2698,0.2300,0.2321,1.2960,-0.0069,-0.0213,0.8156
2023,7,17,lon,Debiased_Whittle,1.7054,1.4559,-1.3269,10.4421,0.2000,0.1993,1.1967,0.0441,-0.0854,0.5580
2023,7,17,lon,Vecchia_mm20,1.8717,1.6001,-1.5814,11.8692,0.4339,0.4724,2.3122,-0.0025,-0.0328,1.4055
2023,7,18,lat,Corridor_4x4_lag643,2.6579,1.8049,1.5930,8.4373,0.2105,0.2594,0.7546,-0.1038,0.0274,1.0091
2023,7,18,lat,Debiased_Whittle,3.4287,2.5766,2.3808,7.2366,0.1687,0.2134,0.5422,0.0876,-0.1303,1.0645
2023,7,18,lat,Vecchia_mm20,1.5770,1.0336,0.6094,9.8083,0.4233,0.5319,1.3263,-0.2613,0.0866,1.6649
2023,7,18,lon,Corridor_4x4_lag643,0.6152,0.5088,-0.4071,8.4373,0.2105,0.2594,0.7546,-0.1038,0.0274,1.0091
2023,7,18,lon,Debiased_Whittle,0.6417,0.4406,0.3565,7.2366,0.1687,0.2134,0.5422,0.0876,-0.1303,1.0645
2023,7,18,lon,Vecchia_mm20,1.4585,1.2714,-1.2714,9.8083,0.4233,0.5319,1.3263,-0.2613,0.0866,1.6649
2023,7,19,lat,Corridor_4x4_lag643,3.6838,2.5992,2.5599,6.3442,0.1277,0.1619,1.1120,0.0036,0.0133,1.5756
2023,7,19,lat,Debiased_Whittle,4.4238,3.3699,3.3623,5.4882,0.1206,0.1294,0.7548,-0.0005,-0.0007,1.4070
2023,7,19,lat,Vecchia_mm20,2.5389,1.6851,1.5072,7.1075,0.2729,0.3483,2.0849,0.0102,0.0073,2.6044
2023,7,19,lon,Corridor_4x4_lag643,0.4472,0.3453,-0.2275,6.3442,0.1277,0.1619,1.1120,0.0036,0.0133,1.5756
2023,7,19,lon,Debiased_Whittle,0.7114,0.5354,0.5030,5.4882,0.1206,0.1294,0.7548,-0.0005,-0.0007,1.4070
2023,7,19,lon,Vecchia_mm20,1.3659,1.1670,-1.1126,7.1075,0.2729,0.3483,2.0849,0.0102,0.0073,2.6044
2023,7,20,lat,Corridor_4x4_lag643,3.5634,2.4187,2.2472,5.2249,0.1576,0.2234,1.7796,0.0089,0.0069,1.6449
2023,7,20,lat,Debiased_Whittle,4.6601,3.4436,3.4281,4.2359,0.0919,0.1272,0.8473,-0.0000,-0.0001,1.0365
2023,7,20,lat,Vecchia_mm20,2.1383,1.3964,0.9238,7.0314,0.4150,0.6526,4.6767,0.0126,0.0058,2.4214
2023,7,20,lon,Corridor_4x4_lag643,0.6738,0.5170,-0.4743,5.2249,0.1576,0.2234,1.7796,0.0089,0.0069,1.6449
2023,7,20,lon,Debiased_Whittle,0.8782,0.6393,0.5996,4.2359,0.0919,0.1272,0.8473,-0.0000,-0.0001,1.0365
2023,7,20,lon,Vecchia_mm20,1.5873,1.3502,-1.2357,7.0314,0.4150,0.6526,4.6767,0.0126,0.0058,2.4214
2023,7,21,lat,Corridor_4x4_lag643,4.6076,3.0174,2.6258,6.0520,0.2113,0.2263,1.9816,0.0084,0.0008,1.5923
2023,7,21,lat,Debiased_Whittle,6.9494,5.3733,5.3733,3.3971,0.0850,0.0866,1.0789,0.0000,0.0000,0.7883
2023,7,21,lat,Vecchia_mm20,3.1213,1.8955,1.5940,8.2145,0.6382,0.7483,6.7308,0.0124,-0.0007,2.5023
2023,7,21,lon,Corridor_4x4_lag643,1.3333,1.1658,-1.1658,6.0520,0.2113,0.2263,1.9816,0.0084,0.0008,1.5923
2023,7,21,lon,Debiased_Whittle,1.6824,1.5194,1.5194,3.3971,0.0850,0.0866,1.0789,0.0000,0.0000,0.7883
2023,7,21,lon,Vecchia_mm20,2.2532,1.8903,-1.7817,8.2145,0.6382,0.7483,6.7308,0.0124,-0.0007,2.5023
2023,7,22,lat,Corridor_4x4_lag643,3.9648,2.7072,2.6111,5.6487,0.1563,0.1528,1.5893,0.0029,-0.0017,1.2835
2023,7,22,lat,Debiased_Whittle,5.5483,4.4797,4.4797,3.7636,0.1148,0.1001,1.4906,0.0000,-0.0000,0.9890
2023,7,22,lat,Vecchia_mm20,3.1760,2.1172,2.0766,6.2772,0.3347,0.3513,3.4556,0.0043,-0.0089,1.9619
2023,7,22,lon,Corridor_4x4_lag643,0.7634,0.6696,-0.6516,5.6487,0.1563,0.1528,1.5893,0.0029,-0.0017,1.2835
2023,7,22,lon,Debiased_Whittle,1.2339,1.1847,1.1847,3.7636,0.1148,0.1001,1.4906,0.0000,-0.0000,0.9890
2023,7,22,lon,Vecchia_mm20,1.4511,1.3043,-1.0761,6.2772,0.3347,0.3513,3.4556,0.0043,-0.0089,1.9619
2023,7,23,lat,Corridor_4x4_lag643,6.0684,4.1323,4.1323,7.5116,0.1938,0.2095,1.1840,0.0021,-0.0036,0.8949
2023,7,23,lat,Debiased_Whittle,7.2363,5.5806,5.5806,6.1772,0.2063,0.2052,1.1417,0.0047,0.0666,0.6027
2023,7,23,lat,Vecchia_mm20,5.1740,3.5120,3.5120,8.3519,0.3602,0.4184,2.0107,-0.0079,-0.0126,1.5623
2023,7,23,lon,Corridor_4x4_lag643,0.5952,0.4692,-0.2527,7.5116,0.1938,0.2095,1.1840,0.0021,-0.0036,0.8949
2023,7,23,lon,Debiased_Whittle,1.3168,1.1719,1.1719,6.1772,0.2063,0.2052,1.1417,0.0047,0.0666,0.6027
2023,7,23,lon,Vecchia_mm20,1.0012,0.9169,-0.6733,8.3519,0.3602,0.4184,2.0107,-0.0079,-0.0126,1.5623
2023,7,24,lat,Corridor_4x4_lag643,2.9557,1.9522,1.7955,6.0809,0.1818,0.1833,1.6447,0.0033,0.0046,1.4074
2023,7,24,lat,Debiased_Whittle,5.0628,4.2159,4.2159,3.6366,0.1029,0.0959,1.1829,0.0001,0.0002,0.9171
2023,7,24,lat,Vecchia_mm20,1.4762,1.1640,-0.2971,9.2805,0.4593,0.4443,3.8353,0.0081,-0.0053,2.1085
2023,7,24,lon,Corridor_4x4_lag643,0.8582,0.6989,-0.6905,6.0809,0.1818,0.1833,1.6447,0.0033,0.0046,1.4074
2023,7,24,lon,Debiased_Whittle,1.8201,1.6957,1.6957,3.6366,0.1029,0.0959,1.1829,0.0001,0.0002,0.9171
2023,7,24,lon,Vecchia_mm20,3.1651,2.7255,-2.7167,9.2805,0.4593,0.4443,3.8353,0.0081,-0.0053,2.1085
2023,7,25,lat,Corridor_4x4_lag643,1.4606,1.0859,0.9524,5.7676,0.1715,0.1755,1.7393,0.0013,0.0103,1.5057
2023,7,25,lat,Debiased_Whittle,2.7836,2.2838,2.2830,4.5002,0.1094,0.0979,0.8773,-0.0001,-0.0005,0.9831
2023,7,25,lat,Vecchia_mm20,0.5734,0.4901,0.2245,6.7260,0.3827,0.4569,3.9471,0.0069,0.0062,2.2326
2023,7,25,lon,Corridor_4x4_lag643,0.8371,0.6918,-0.6665,5.7676,0.1715,0.1755,1.7393,0.0013,0.0103,1.5057
2023,7,25,lon,Debiased_Whittle,0.8953,0.6829,0.6225,4.5002,0.1094,0.0979,0.8773,-0.0001,-0.0005,0.9831
2023,7,25,lon,Vecchia_mm20,1.4873,1.3086,-1.1302,6.7260,0.3827,0.4569,3.9471,0.0069,0.0062,2.2326
2023,7,26,lat,Corridor_4x4_lag643,2.5197,1.7542,1.5267,5.6371,0.1554,0.1920,1.9128,0.0005,0.0089,1.5919
2023,7,26,lat,Debiased_Whittle,4.4444,3.7132,3.7132,3.6204,0.0885,0.0945,1.2098,0.0001,0.0001,0.9638
2023,7,26,lat,Vecchia_mm20,1.8837,1.3079,1.1761,6.1951,0.3397,0.3920,4.1022,-0.0022,0.0019,2.1429
2023,7,26,lon,Corridor_4x4_lag643,1.0920,0.9641,-0.9594,5.6371,0.1554,0.1920,1.9128,0.0005,0.0089,1.5919
2023,7,26,lon,Debiased_Whittle,1.2046,1.1268,1.1268,3.6204,0.0885,0.0945,1.2098,0.0001,0.0001,0.9638
2023,7,26,lon,Vecchia_mm20,1.5810,1.3927,-1.2152,6.1951,0.3397,0.3920,4.1022,-0.0022,0.0019,2.1429
2023,7,27,lat,Corridor_4x4_lag643,2.1873,1.4531,1.2133,5.1284,0.1817,0.2287,2.2941,-0.0005,0.0054,1.8159
2023,7,27,lat,Debiased_Whittle,4.0297,3.3508,3.3508,3.1348,0.1100,0.1113,1.3509,0.0001,0.0000,1.1887
2023,7,27,lat,Vecchia_mm20,1.3257,1.0953,-0.6928,8.4956,0.5485,0.7458,7.7740,-0.0049,-0.0081,2.4376
2023,7,27,lon,Corridor_4x4_lag643,1.1136,0.9507,-0.9248,5.1284,0.1817,0.2287,2.2941,-0.0005,0.0054,1.8159
2023,7,27,lon,Debiased_Whittle,1.1751,1.0859,1.0859,3.1348,0.1100,0.1113,1.3509,0.0001,0.0000,1.1887
2023,7,27,lon,Vecchia_mm20,2.8084,2.3332,-2.2063,8.4956,0.5485,0.7458,7.7740,-0.0049,-0.0081,2.4376
2023,7,28,lat,Corridor_4x4_lag643,4.3005,2.8406,2.6854,5.1909,0.1919,0.2291,1.8630,-0.0027,0.0071,1.3049
2023,7,28,lat,Debiased_Whittle,5.7285,4.4433,4.4433,3.4570,0.1832,0.1838,1.5317,0.0001,-0.0000,0.9815
2023,7,28,lat,Vecchia_mm20,3.3559,2.2072,2.1295,6.4773,0.4850,0.6247,5.0087,-0.0048,-0.0061,1.7798
2023,7,28,lon,Corridor_4x4_lag643,1.1004,0.9449,-0.9198,5.1909,0.1919,0.2291,1.8630,-0.0027,0.0071,1.3049
2023,7,28,lon,Debiased_Whittle,0.8137,0.7486,0.7486,3.4570,0.1832,0.1838,1.5317,0.0001,-0.0000,0.9815
2023,7,28,lon,Vecchia_mm20,1.6754,1.4744,-1.1316,6.4773,0.4850,0.6247,5.0087,-0.0048,-0.0061,1.7798
2024,7,1,lat,Corridor_4x4_lag643,3.1399,2.3155,1.7639,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791
2024,7,1,lat,Debiased_Whittle,3.4575,2.5207,2.5117,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321
2024,7,1,lat,Vecchia_mm20,1.6580,1.1422,0.4209,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232
2024,7,1,lon,Corridor_4x4_lag643,2.6500,2.0489,1.5003,11.6425,0.1815,0.2129,1.1930,-0.0142,-0.1970,0.5791
2024,7,1,lon,Debiased_Whittle,3.0508,2.4178,2.4178,10.9915,0.2082,0.2854,1.5142,0.0000,-0.2065,0.7321
2024,7,1,lon,Vecchia_mm20,1.0906,0.8230,0.4373,13.5816,0.3276,0.3979,1.9409,-0.0099,-0.1725,1.4232
2024,7,2,lat,Corridor_4x4_lag643,1.4204,1.2724,0.1424,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144
2024,7,2,lat,Debiased_Whittle,3.7119,3.2588,3.2588,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446
2024,7,2,lat,Vecchia_mm20,0.6240,0.4979,-0.2455,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291
2024,7,2,lon,Corridor_4x4_lag643,1.4060,1.2123,-0.4496,14.7694,0.1808,0.2234,1.5481,-0.0218,-0.2504,1.6144
2024,7,2,lon,Debiased_Whittle,3.0562,2.5810,2.5810,12.1126,0.1691,0.2126,1.6113,-0.0249,-0.2669,0.8446
2024,7,2,lon,Vecchia_mm20,0.8960,0.7766,-0.5558,15.3144,0.2670,0.3676,2.1216,-0.0189,-0.2001,2.6291
2024,7,3,lat,Corridor_4x4_lag643,3.3757,2.6564,1.6391,12.9742,0.1626,0.1907,1.3290,-0.0624,-0.2706,1.4613
2024,7,3,lat,Debiased_Whittle,4.7080,3.6126,3.4834,11.1961,0.1585,0.1711,1.3258,-0.0655,-0.2808,1.1950
2024,7,3,lat,Vecchia_mm20,2.0400,1.4084,0.8620,14.0653,0.2874,0.3729,2.2141,-0.0568,-0.2465,2.4886
2024,7,3,lon,Corridor_4x4_lag643,1.8979,1.6001,0.5426,12.9742,0.1626,0.1907,1.3290,-0.0624,-0.2706,1.4613
2024,7,3,lon,Debiased_Whittle,3.1031,2.4472,2.3040,11.1961,0.1585,0.1711,1.3258,-0.0655,-0.2808,1.1950
2024,7,3,lon,Vecchia_mm20,0.8112,0.7078,0.1344,14.0653,0.2874,0.3729,2.2141,-0.0568,-0.2465,2.4886
2024,7,4,lat,Corridor_4x4_lag643,1.4570,1.2782,0.6720,12.7403,0.1570,0.2123,1.6480,0.0164,-0.1662,0.9054
2024,7,4,lat,Debiased_Whittle,2.1941,1.9298,1.2817,11.9192,0.1207,0.1577,1.4714,0.0103,-0.1701,0.7026
2024,7,4,lat,Vecchia_mm20,1.8788,1.6330,-1.5928,15.8208,0.2932,0.4480,2.9139,0.0157,-0.1459,1.9332
2024,7,4,lon,Corridor_4x4_lag643,1.1771,1.0019,0.0531,12.7403,0.1570,0.2123,1.6480,0.0164,-0.1662,0.9054
2024,7,4,lon,Debiased_Whittle,1.6831,1.3994,0.5859,11.9192,0.1207,0.1577,1.4714,0.0103,-0.1701,0.7026
2024,7,4,lon,Vecchia_mm20,1.8456,1.5679,-1.4897,15.8208,0.2932,0.4480,2.9139,0.0157,-0.1459,1.9332
2024,7,5,lat,Corridor_4x4_lag643,2.5109,2.2103,1.6745,12.8333,0.1594,0.1958,1.2907,0.0527,-0.2159,1.2619
2024,7,5,lat,Debiased_Whittle,3.7460,3.2656,2.8868,11.5622,0.1267,0.1609,1.0711,0.0730,-0.2430,0.9266
2024,7,5,lat,Vecchia_mm20,1.0263,0.9289,0.9289,14.0653,0.2695,0.3901,2.1362,0.0467,-0.1759,2.1352
2024,7,5,lon,Corridor_4x4_lag643,1.3247,1.1367,0.1193,12.8333,0.1594,0.1958,1.2907,0.0527,-0.2159,1.2619
2024,7,5,lon,Debiased_Whittle,2.1737,1.7776,1.2265,11.5622,0.1267,0.1609,1.0711,0.0730,-0.2430,0.9266
2024,7,5,lon,Vecchia_mm20,0.6190,0.5378,-0.1756,14.0653,0.2695,0.3901,2.1362,0.0467,-0.1759,2.1352
2024,7,6,lat,Corridor_4x4_lag643,4.3111,3.6172,2.7721,12.5827,0.1928,0.2302,1.3008,0.0278,-0.2959,1.6069
2024,7,6,lat,Debiased_Whittle,4.7799,4.0603,3.0921,12.6908,0.1705,0.1932,1.5510,0.0207,-0.3509,0.8884
2024,7,6,lat,Vecchia_mm20,2.1369,1.5969,1.5435,14.6406,0.3389,0.4935,2.3595,0.0272,-0.2188,2.6609
2024,7,6,lon,Corridor_4x4_lag643,1.9940,1.7522,0.4219,12.5827,0.1928,0.2302,1.3008,0.0278,-0.2959,1.6069
2024,7,6,lon,Debiased_Whittle,2.3539,2.0198,0.8180,12.6908,0.1705,0.1932,1.5510,0.0207,-0.3509,0.8884
2024,7,6,lon,Vecchia_mm20,0.5847,0.4930,-0.1718,14.6406,0.3389,0.4935,2.3595,0.0272,-0.2188,2.6609
2024,7,7,lat,Corridor_4x4_lag643,2.4030,2.1238,0.9296,14.6350,0.1863,0.2619,1.4712,-0.0010,-0.3540,1.1503
2024,7,7,lat,Debiased_Whittle,4.2134,3.4341,3.2365,12.0320,0.1447,0.2523,1.3125,0.0129,-0.4180,1.0250
2024,7,7,lat,Vecchia_mm20,1.1518,1.0209,-0.9152,17.6936,0.3092,0.5092,2.2488,0.0105,-0.3088,1.8022
2024,7,7,lon,Corridor_4x4_lag643,1.8875,1.6464,-0.2575,14.6350,0.1863,0.2619,1.4712,-0.0010,-0.3540,1.1503
2024,7,7,lon,Debiased_Whittle,3.0226,2.3110,1.9509,12.0320,0.1447,0.2523,1.3125,0.0129,-0.4180,1.0250
2024,7,7,lon,Vecchia_mm20,1.4218,1.2472,-1.1960,17.6936,0.3092,0.5092,2.2488,0.0105,-0.3088,1.8022
2024,7,8,lat,Corridor_4x4_lag643,2.3773,1.9346,1.0625,13.2374,0.1644,0.1641,0.9607,0.0060,-0.3089,0.4722
2024,7,8,lat,Debiased_Whittle,2.9958,2.4522,1.7534,12.4209,0.1291,0.1250,0.9131,0.0037,-0.3479,0.3221
